_id,name,used_in,type,subtype,rarity,category,weight,price_value,price_denomination,shelfLife,description,img,tables,source_file,crafting_use,crafting_multiplier,crafted_value
01b4e7a8d3c5f962,Boiled Water,foraging,consumable,drink,common,food,1,1,cp,0,Water purified over a campfire; safe to drink but bland and lukewarm.,icons/consumables/drinks/pitcher-dripping-white.webp,Arctic / Tundra - Tier 1 Foraging Table; Coastal - Tier 1 Foraging Table; Dense Forest / Jungle - Tier 1 Foraging Table; Desert / Wasteland - Tier 1 Foraging Table; Light Forest - Tier 1 Foraging Table; Mountain - Tier 1 Foraging Table; Plains / Grassland - Tier 1 Foraging Table; Swamp / Marsh - Tier 1 Foraging Table; Underground / Cave - Tier 1 Foraging Table; Urban / Ruins - Tier 1 Foraging Table,Boiled_Water_01b4e7a8d3c5f962.json,,,
12c5f8b9e4d6a073,Herbal Tea,foraging,consumable,drink,common,food,0.5,2,cp,0,A simple brew of steeped foraged herbs; warming and faintly aromatic.,icons/consumables/drinks/cup-clay-brown.webp,Arctic / Tundra - Tier 2 Foraging Table; Coastal - Tier 2 Foraging Table; Dense Forest / Jungle - Tier 2 Foraging Table; Desert / Wasteland - Tier 2 Foraging Table; Light Forest - Tier 2 Foraging Table; Mountain - Tier 2 Foraging Table; Plains / Grassland - Tier 2 Foraging Table; Swamp / Marsh - Tier 2 Foraging Table; Underground / Cave - Tier 2 Foraging Table; Urban / Ruins - Tier 2 Foraging Table,Herbal_Tea_12c5f8b9e4d6a073.json,,,
23d6a9c0f5e7b184,Watered-Down Broth,foraging,consumable,drink,common,food,1,1,cp,0,Thin broth stretched from scraps and wild greens; barely a meal but it warms the belly.,icons/consumables/drinks/flask-blue.webp,Arctic / Tundra - Tier 1 Foraging Table; Coastal - Tier 1 Foraging Table; Dense Forest / Jungle - Tier 1 Foraging Table; Desert / Wasteland - Tier 1 Foraging Table; Light Forest - Tier 1 Foraging Table; Mountain - Tier 1 Foraging Table; Plains / Grassland - Tier 1 Foraging Table; Swamp / Marsh - Tier 1 Foraging Table; Underground / Cave - Tier 1 Foraging Table; Urban / Ruins - Tier 1 Foraging Table,Watered-Down_Broth_23d6a9c0f5e7b184.json,,,
34e7b0d1a6f8c295,Foraged Berry Juice,foraging,consumable,drink,common,food,0.5,2,cp,1,Crushed wild berries strained into a flask; tart and refreshing but spoils quickly.,icons/consumables/drinks/glass-water-blue.webp,Arctic / Tundra - Tier 2 Foraging Table; Coastal - Tier 2 Foraging Table; Dense Forest / Jungle - Tier 2 Foraging Table; Desert / Wasteland - Tier 2 Foraging Table; Light Forest - Tier 2 Foraging Table; Mountain - Tier 2 Foraging Table; Plains / Grassland - Tier 2 Foraging Table; Swamp / Marsh - Tier 2 Foraging Table; Underground / Cave - Tier 2 Foraging Table; Urban / Ruins - Tier 2 Foraging Table,Foraged_Berry_Juice_34e7b0d1a6f8c295.json,,,
45f8c1e2b7a9d3a6,Stale Canteen Water,foraging,consumable,drink,common,food,1,1,cp,0,Old water from a half-forgotten canteen; warm and flat but still drinkable.,icons/consumables/drinks/water-jug-clay-brown.webp,Arctic / Tundra - Tier 1 Foraging Table; Coastal - Tier 1 Foraging Table; Dense Forest / Jungle - Tier 1 Foraging Table; Desert / Wasteland - Tier 1 Foraging Table; Light Forest - Tier 1 Foraging Table; Mountain - Tier 1 Foraging Table; Plains / Grassland - Tier 1 Foraging Table; Swamp / Marsh - Tier 1 Foraging Table; Underground / Cave - Tier 1 Foraging Table; Urban / Ruins - Tier 1 Foraging Table,Stale_Canteen_Water_45f8c1e2b7a9d3a6.json,,,
56a9d2e3f8b04c17,Ptarmigan,foraging,consumable,food,common,food,1,3,sp,2,A plump tundra bird with white plumage; lean meat that roasts well over an open flame.,icons/consumables/meat/drumstick-bone-pink.webp,Arctic / Tundra - Tier 1 Foraging Table; Arctic / Tundra - Tier 2 Foraging Table,Ptarmigan_56a9d2e3f8b04c17.json,,,
67b0e3f4a9c15d28,Arctic Char,foraging,consumable,food,common,food,2,4,sp,1,A cold-water fish pulled from an icy stream; firm pink flesh with a mild flavor.,icons/consumables/meat/fish-whole-blue.webp,Arctic / Tundra - Tier 2 Foraging Table; Arctic / Tundra - Tier 3 Foraging Table,Arctic_Char_67b0e3f4a9c15d28.json,,,
78c1f4a5b0d26e39,Seal Meat,foraging,consumable,food,common,food,3,5,sp,2,A thick cut of seal blubber and muscle; rich and oily with enough calories to stave off the cold.,icons/consumables/meat/shank-bone-red.webp,Arctic / Tundra - Tier 3 Foraging Table,Seal_Meat_78c1f4a5b0d26e39.json,,,
89d2a5b6c1e37f4a,Crab,foraging,consumable,food,common,food,1,3,sp,1,A shore crab cracked open for its sweet white meat; small but satisfying.,icons/consumables/meat/claw-crab-lobster-red.webp,Coastal - Tier 1 Foraging Table; Coastal - Tier 2 Foraging Table,Crab_89d2a5b6c1e37f4a.json,,,
9ae3b6c7d2f4805b,Seagull,foraging,consumable,food,common,food,1,2,sp,1,A coastal bird brought down with a well-aimed stone; gamey but edible in a pinch.,icons/consumables/meat/drumstick-bone-pink.webp,Coastal - Tier 1 Foraging Table,Seagull_9ae3b6c7d2f4805b.json,,,
ab04c7d8e3f5916c,Tide Pool Minnow,foraging,consumable,food,common,food,0.5,1,sp,1,Tiny silver fish scooped from a shallow tide pool; barely a mouthful each.,icons/consumables/meat/fish-whole-blue.webp,Coastal - Tier 1 Foraging Table; Coastal - Tier 2 Foraging Table,Tide_Pool_Minnow_ab04c7d8e3f5916c.json,,,
bc15d8e9f4a6027d,Jungle Bird,foraging,consumable,food,common,food,1,3,sp,1,A brightly colored bird snared in the canopy; small-boned but flavorful.,icons/consumables/meat/drumstick-bone-pink.webp,Dense Forest / Jungle - Tier 2 Foraging Table; Dense Forest / Jungle - Tier 3 Foraging Table,Jungle_Bird_bc15d8e9f4a6027d.json,,,
cd26e9f0a5b7138e,Tree Frog,foraging,consumable,food,common,food,0.5,1,sp,1,A palm-sized frog plucked from a broad leaf; chewy and faintly bitter when skewered and roasted.,icons/consumables/meat/drumstick-bone-pink.webp,Dense Forest / Jungle - Tier 1 Foraging Table,Tree_Frog_cd26e9f0a5b7138e.json,,,
de37f0a1b6c8249f,Snake Meat,foraging,consumable,food,common,food,1,3,sp,1,A length of snake cleaned and cooked over coals; tastes surprisingly like chicken.,icons/consumables/meat/hock-leg-pink-brown.webp,Dense Forest / Jungle - Tier 2 Foraging Table; Dense Forest / Jungle - Tier 3 Foraging Table,Snake_Meat_de37f0a1b6c8249f.json,,,
ef48a1b2c7d935a0,Monitor Lizard,foraging,consumable,food,common,food,2,5,sp,2,A large jungle lizard; tough hide but generous portions of lean white meat underneath.,icons/consumables/meat/shank-bone-red.webp,Dense Forest / Jungle - Tier 3 Foraging Table,Monitor_Lizard_ef48a1b2c7d935a0.json,,,
f059b2c3d8ea46b1,Desert Lizard,foraging,consumable,food,common,food,0.5,2,sp,1,A small sun-baked lizard caught among the rocks; not much meat but easy to prepare.,icons/consumables/meat/drumstick-bone-pink.webp,Desert / Wasteland - Tier 1 Foraging Table; Desert / Wasteland - Tier 2 Foraging Table,Desert_Lizard_f059b2c3d8ea46b1.json,,,
a16ac3d4e9fb57c2,Rattlesnake Meat,foraging,consumable,food,common,food,1,4,sp,1,A desert rattlesnake gutted and stripped; firm chewy meat best grilled over hot stones.,icons/consumables/meat/hock-leg-pink-brown.webp,Desert / Wasteland - Tier 2 Foraging Table; Desert / Wasteland - Tier 3 Foraging Table,Rattlesnake_Meat_a16ac3d4e9fb57c2.json,,,
b27bd4e5f0ac68d3,Jerboa,foraging,consumable,food,common,food,0.5,1,sp,1,A tiny hopping rodent caught in the dunes; barely a snack but easy to trap.,icons/consumables/meat/drumstick-bone-pink.webp,Desert / Wasteland - Tier 1 Foraging Table,Jerboa_b27bd4e5f0ac68d3.json,,,
c38ce5f6a1bd79e4,Pheasant,foraging,consumable,food,common,food,1.5,4,sp,2,A handsome woodland bird flushed from the undergrowth; rich dark meat.,icons/consumables/meat/drumstick-bone-pink.webp,Light Forest - Tier 2 Foraging Table; Light Forest - Tier 3 Foraging Table,Pheasant_c38ce5f6a1bd79e4.json,,,
d49df6a7b2ce80f5,Squirrel,foraging,consumable,food,common,food,0.5,2,sp,1,A quick forest squirrel brought down by a sling stone; small but tender when roasted whole.,icons/consumables/meat/drumstick-bone-pink.webp,Light Forest - Tier 1 Foraging Table; Light Forest - Tier 2 Foraging Table,Squirrel_d49df6a7b2ce80f5.json,,,
e50ea7b8c3df91a6,River Trout,foraging,consumable,food,common,food,1,3,sp,1,A speckled trout pulled from a forest stream; flaky flesh with a clean taste.,icons/consumables/meat/fillet-fish-pink-teal.webp,Light Forest - Tier 2 Foraging Table; Light Forest - Tier 3 Foraging Table,River_Trout_e50ea7b8c3df91a6.json,,,
f61fb8c9d4e0a2b7,Marmot,foraging,consumable,food,common,food,1,3,sp,2,A fat alpine rodent dug from its burrow; greasy but filling mountain fare.,icons/consumables/meat/hock-leg-pink-brown.webp,Mountain - Tier 2 Foraging Table; Mountain - Tier 3 Foraging Table,Marmot_f61fb8c9d4e0a2b7.json,,,
a72ac9d0e5f1b3c8,Mountain Trout,foraging,consumable,food,common,food,1,4,sp,1,A cold-stream trout with firm pink flesh; prized by mountain travelers.,icons/consumables/meat/fillet-fish-pink-teal.webp,Mountain - Tier 2 Foraging Table; Mountain - Tier 3 Foraging Table,Mountain_Trout_a72ac9d0e5f1b3c8.json,,,
b83bd0e1f6a2c4d9,Hawk,foraging,consumable,food,common,food,1,3,sp,1,A small raptor taken on a high ridge; stringy but serviceable meat.,icons/consumables/meat/drumstick-bone-pink.webp,Mountain - Tier 3 Foraging Table,Hawk_b83bd0e1f6a2c4d9.json,,,
c94ce1f2a7b3d5ea,Prairie Hen,foraging,consumable,food,common,food,1,3,sp,2,A plump ground-nesting bird flushed from tall grass; tender and easy to pluck.,icons/consumables/meat/drumstick-bone-pink.webp,Plains / Grassland - Tier 2 Foraging Table; Plains / Grassland - Tier 3 Foraging Table,Prairie_Hen_c94ce1f2a7b3d5ea.json,,,
d05df2a3b8c4e6fb,Quail,foraging,consumable,food,common,food,0.5,2,sp,1,A tiny grassland bird caught in a snare; delicate meat best roasted on a stick.,icons/consumables/meat/drumstick-bone-pink.webp,Plains / Grassland - Tier 1 Foraging Table; Plains / Grassland - Tier 2 Foraging Table,Quail_d05df2a3b8c4e6fb.json,,,
e16ea3b4c9d5f7ac,Field Mouse,foraging,consumable,food,common,food,0.5,1,sp,1,A common field mouse caught by hand; barely a morsel but protein is protein.,icons/consumables/meat/drumstick-bone-pink.webp,Plains / Grassland - Tier 1 Foraging Table,Field_Mouse_e16ea3b4c9d5f7ac.json,,,
f27fb4c5d0e6a8bd,Frog Legs,foraging,consumable,food,common,food,0.5,2,sp,1,Meaty hind legs cut from a swamp bullfrog; surprisingly delicate when fried.,icons/consumables/meat/hock-leg-pink-brown.webp,Swamp / Marsh - Tier 1 Foraging Table; Swamp / Marsh - Tier 2 Foraging Table,Frog_Legs_f27fb4c5d0e6a8bd.json,,,
a38ac5d6e1f7b9ce,Crawfish,foraging,consumable,food,common,food,0.5,2,sp,1,A handful of mudbugs pulled from shallow water; sweet tail meat inside a crunchy shell.,icons/consumables/meat/claw-crab-lobster-red.webp,Swamp / Marsh - Tier 1 Foraging Table; Swamp / Marsh - Tier 2 Foraging Table,Crawfish_a38ac5d6e1f7b9ce.json,,,
b49bd6e7f2a8c0df,Snapping Turtle,foraging,consumable,food,common,food,2,5,sp,2,A cantankerous marsh turtle wrestled from the muck; tough shell hides rich stew meat.,icons/consumables/meat/shank-bone-red.webp,Swamp / Marsh - Tier 3 Foraging Table,Snapping_Turtle_b49bd6e7f2a8c0df.json,,,
c50ce7f8a3b9d1e0,Marsh Bird,foraging,consumable,food,common,food,1,3,sp,1,A long-legged wading bird speared in the shallows; lean and slightly fishy.,icons/consumables/meat/drumstick-bone-pink.webp,Swamp / Marsh - Tier 2 Foraging Table; Swamp / Marsh - Tier 3 Foraging Table,Marsh_Bird_c50ce7f8a3b9d1e0.json,,,
d61df8a9b4c0e2f1,Cave Bat,foraging,consumable,food,common,food,0.5,1,sp,1,A leathery-winged bat knocked from a cave ceiling; stringy and unappetizing but edible.,icons/consumables/meat/drumstick-bone-pink.webp,Underground / Cave - Tier 1 Foraging Table; Underground / Cave - Tier 2 Foraging Table,Cave_Bat_d61df8a9b4c0e2f1.json,,,
e72ea9b0c5d1f3a2,Giant Grub,foraging,consumable,food,common,food,0.5,1,sp,1,A fat pale larva dug from rotting wood; pops when bitten and tastes vaguely nutty.,icons/consumables/meat/drumstick-bone-pink.webp,Underground / Cave - Tier 1 Foraging Table; Underground / Cave - Tier 2 Foraging Table,Giant_Grub_e72ea9b0c5d1f3a2.json,,,
f83fb0c1d6e2a4b3,Cave Cricket,foraging,consumable,food,common,food,0.5,1,sp,1,A large cave cricket roasted over a torch; crunchy outside with a mild earthy taste.,icons/consumables/meat/drumstick-bone-pink.webp,Underground / Cave - Tier 1 Foraging Table,Cave_Cricket_f83fb0c1d6e2a4b3.json,,,
a94ac1d2e7f3b5c4,Pigeon,foraging,consumable,food,common,food,0.5,1,sp,1,A city pigeon caught on a rooftop; greasy but filling and easy to pluck.,icons/consumables/meat/drumstick-bone-pink.webp,Urban / Ruins - Tier 1 Foraging Table; Urban / Ruins - Tier 2 Foraging Table,Pigeon_a94ac1d2e7f3b5c4.json,,,
b05bd2e3f8a4c6d5,Rat Meat,foraging,consumable,food,common,food,0.5,1,cp,1,A fat sewer rat skinned and skewered; nobody's first choice but beggars can't be choosers.,icons/consumables/meat/drumstick-bone-pink.webp,Urban / Ruins - Tier 1 Foraging Table; Urban / Ruins - Tier 2 Foraging Table; Urban / Ruins - Tier 3 Foraging Table,Rat_Meat_b05bd2e3f8a4c6d5.json,,,
c16ce3f4a9b5d7e6,Feral Chicken,foraging,consumable,food,common,food,1,3,sp,2,A scrawny chicken gone wild in the ruins; tough but familiar fare.,icons/consumables/meat/drumstick-bone-pink.webp,Urban / Ruins - Tier 2 Foraging Table; Urban / Ruins - Tier 3 Foraging Table,Feral_Chicken_c16ce3f4a9b5d7e6.json,,,
a1b0c2d3e4f56789,Charcoal,foraging,loot,,common,component,0.5,2,sp,,Blackened wood remnants from a dead fire; crumbles easily and stains everything it touches.,icons/commodities/materials/powder-black.webp,Arctic / Tundra - Tier 1 Foraging Table; Coastal - Tier 1 Foraging Table; Dense Forest / Jungle - Tier 1 Foraging Table; Desert / Wasteland - Tier 1 Foraging Table; Light Forest - Tier 1 Foraging Table; Mountain - Tier 1 Foraging Table; Plains / Grassland - Tier 1 Foraging Table; Swamp / Marsh - Tier 1 Foraging Table; Underground / Cave - Tier 1 Foraging Table; Urban / Ruins - Tier 1 Foraging Table,Charcoal_a1b0c2d3e4f56789.json,Filtration agent — water purification and ink-making,2,4 sp
b2c1d3e4f5a67890,Animal Fat,foraging,loot,,common,component,0.5,3,sp,,A greasy lump of rendered fat scraped from a carcass; unpleasant but endlessly useful.,icons/consumables/meat/hock-fatty-skin-brown-red.webp,Arctic / Tundra - Tier 2 Foraging Table; Coastal - Tier 2 Foraging Table; Dense Forest / Jungle - Tier 2 Foraging Table; Desert / Wasteland - Tier 2 Foraging Table; Light Forest - Tier 2 Foraging Table; Mountain - Tier 2 Foraging Table; Plains / Grassland - Tier 2 Foraging Table; Swamp / Marsh - Tier 2 Foraging Table; Underground / Cave - Tier 2 Foraging Table; Urban / Ruins - Tier 2 Foraging Table,Animal_Fat_b2c1d3e4f5a67890.json,"Binding agent — candles, soap, and waterproofing compounds",2,6 sp
c3d2e4f5a6b78901,Sulfur Deposit,foraging,loot,,common,component,1,5,sp,,A crumbly yellow mineral with a sharp rotten-egg smell; found near hot springs and volcanic seeps.,icons/commodities/stone/ore-chunk-yellow-gold.webp,Arctic / Tundra - Tier 3 Foraging Table; Coastal - Tier 3 Foraging Table; Dense Forest / Jungle - Tier 3 Foraging Table; Desert / Wasteland - Tier 3 Foraging Table; Light Forest - Tier 3 Foraging Table; Mountain - Tier 3 Foraging Table; Plains / Grassland - Tier 3 Foraging Table; Swamp / Marsh - Tier 3 Foraging Table; Underground / Cave - Tier 3 Foraging Table; Urban / Ruins - Tier 3 Foraging Table,Sulfur_Deposit_c3d2e4f5a6b78901.json,Volatile reagent — fire-starting compounds and fumigants,2,1 gp
d4e3f5a6b7c89012,Clay Powder,foraging,loot,,common,component,1,1,sp,,Fine powdery clay dug from a riverbank or exposed earth; smooths easily when wet.,icons/commodities/stone/clay-orange.webp,Arctic / Tundra - Tier 1 Foraging Table; Coastal - Tier 1 Foraging Table; Dense Forest / Jungle - Tier 1 Foraging Table; Desert / Wasteland - Tier 1 Foraging Table; Light Forest - Tier 1 Foraging Table; Mountain - Tier 1 Foraging Table; Plains / Grassland - Tier 1 Foraging Table; Swamp / Marsh - Tier 1 Foraging Table; Underground / Cave - Tier 1 Foraging Table; Urban / Ruins - Tier 1 Foraging Table,Clay_Powder_d4e3f5a6b7c89012.json,"Ceramic base — poultices, seals, and crude pottery",2,2 sp
e5f4a6b7c8d90123,Iron Oxide,foraging,loot,,common,component,0.5,3,sp,,Reddish-brown powder scraped from rusted metal or iron-rich stone; stains skin on contact.,icons/commodities/stone/ore-chunk-red-brown.webp,Arctic / Tundra - Tier 2 Foraging Table; Coastal - Tier 2 Foraging Table; Dense Forest / Jungle - Tier 2 Foraging Table; Desert / Wasteland - Tier 2 Foraging Table; Light Forest - Tier 2 Foraging Table; Mountain - Tier 2 Foraging Table; Plains / Grassland - Tier 2 Foraging Table; Swamp / Marsh - Tier 2 Foraging Table; Underground / Cave - Tier 2 Foraging Table; Urban / Ruins - Tier 2 Foraging Table,Iron_Oxide_e5f4a6b7c8d90123.json,Pigment and abrasive — dyes and polishing compounds,2,6 sp
f6a5b7c8d9e01234,Tallow,foraging,loot,,common,component,0.5,2,sp,,Thick waxy fat rendered from animal remains; smells foul but burns slow and steady.,icons/commodities/materials/bowl-liquid-white.webp,Arctic / Tundra - Tier 1 Foraging Table; Coastal - Tier 1 Foraging Table; Dense Forest / Jungle - Tier 1 Foraging Table; Desert / Wasteland - Tier 1 Foraging Table; Light Forest - Tier 1 Foraging Table; Mountain - Tier 1 Foraging Table; Plains / Grassland - Tier 1 Foraging Table; Swamp / Marsh - Tier 1 Foraging Table; Underground / Cave - Tier 1 Foraging Table; Urban / Ruins - Tier 1 Foraging Table,Tallow_f6a5b7c8d9e01234.json,Lubricant and fuel — lamp oil and salve bases,2,4 sp
a7b6c8d9e0f12345,Bird Egg,foraging,loot,,common,component,0.5,1,sp,,A small speckled egg taken from a ground nest; fragile and best carried with care.,icons/consumables/eggs/egg-speckled-tan.webp,Arctic / Tundra - Tier 1 Foraging Table; Coastal - Tier 1 Foraging Table; Dense Forest / Jungle - Tier 1 Foraging Table; Desert / Wasteland - Tier 1 Foraging Table; Light Forest - Tier 1 Foraging Table; Mountain - Tier 1 Foraging Table; Plains / Grassland - Tier 1 Foraging Table; Swamp / Marsh - Tier 1 Foraging Table; Underground / Cave - Tier 1 Foraging Table; Urban / Ruins - Tier 1 Foraging Table,Bird_Egg_a7b6c8d9e0f12345.json,Binding medium — adhesives and poultice emulsifiers,2,2 sp
b8c7d9e0f1a23456,White Chalk,foraging,loot,,common,component,0.5,4,sp,,A soft pale stone that leaves bright marks on any surface; crumbles when pressed too hard.,icons/commodities/gems/powder-raw-white.webp,Arctic / Tundra - Tier 3 Foraging Table; Coastal - Tier 3 Foraging Table; Dense Forest / Jungle - Tier 3 Foraging Table; Desert / Wasteland - Tier 3 Foraging Table; Light Forest - Tier 3 Foraging Table; Mountain - Tier 3 Foraging Table; Plains / Grassland - Tier 3 Foraging Table; Swamp / Marsh - Tier 3 Foraging Table; Underground / Cave - Tier 3 Foraging Table; Urban / Ruins - Tier 3 Foraging Table,White_Chalk_b8c7d9e0f1a23456.json,Ite compound — arcane markings and ritual preparation,2,8 sp
aa01b2c3d4e5f678,Blank Parchment,foraging,loot,,common,component,0.5,5,sp,,A sheet of smooth animal skin scraped thin and dried flat; takes ink without bleeding.,icons/sundries/documents/parchment-plain-tan.webp,Arctic / Tundra - Tier 2 Foraging Table; Coastal - Tier 2 Foraging Table; Dense Forest / Jungle - Tier 2 Foraging Table; Desert / Wasteland - Tier 2 Foraging Table; Light Forest - Tier 2 Foraging Table; Mountain - Tier 2 Foraging Table; Plains / Grassland - Tier 2 Foraging Table; Swamp / Marsh - Tier 2 Foraging Table; Underground / Cave - Tier 2 Foraging Table; Urban / Ruins - Tier 2 Foraging Table,Blank_Parchment_aa01b2c3d4e5f678.json,"Inscription medium -- scrolls, spell transcription, and written wards",4,2 gp
bb02c3d4e5f6a789,Arcane Ink,foraging,loot,,uncommon,component,0.5,25,sp,,A small vial of shimmering black ink that seems to move on its own when the cap is removed.,icons/consumables/potions/vial-cork-blue.webp,Arctic / Tundra - Tier 3 Foraging Table; Coastal - Tier 3 Foraging Table; Dense Forest / Jungle - Tier 3 Foraging Table; Desert / Wasteland - Tier 3 Foraging Table; Light Forest - Tier 3 Foraging Table; Mountain - Tier 3 Foraging Table; Plains / Grassland - Tier 3 Foraging Table; Swamp / Marsh - Tier 3 Foraging Table; Underground / Cave - Tier 3 Foraging Table; Urban / Ruins - Tier 3 Foraging Table,Arcane_Ink_bb02c3d4e5f6a789.json,Magical inscription -- inks that bind power to written word,6,15 gp
cc03d4e5f6a7b890,Mystic Vellum,foraging,loot,,rare,component,0.5,25,sp,,Supple vellum prepared from a creature of magical origin; the surface faintly hums when touched.,icons/sundries/scrolls/scroll-runed-brown-purple.webp,Arctic / Tundra - Rare Foraging Table; Coastal - Rare Foraging Table; Dense Forest / Jungle - Rare Foraging Table; Desert / Wasteland - Rare Foraging Table; Light Forest - Rare Foraging Table; Mountain - Rare Foraging Table; Plains / Grassland - Rare Foraging Table; Swamp / Marsh - Rare Foraging Table; Underground / Cave - Rare Foraging Table; Urban / Ruins - Rare Foraging Table,Mystic_Vellum_cc03d4e5f6a7b890.json,Superior inscription medium -- high-level scrolls and permanent magical writings,10,25 gp
dd04e5f6a7b8c901,Distilled Essence,foraging,loot,,common,component,0.5,5,sp,,A small flask of clear liquid reduced from boiled herbs; faintly aromatic and slightly viscous.,icons/consumables/potions/vial-cork-empty.webp,Arctic / Tundra - Tier 2 Foraging Table; Coastal - Tier 2 Foraging Table; Dense Forest / Jungle - Tier 2 Foraging Table; Desert / Wasteland - Tier 2 Foraging Table; Light Forest - Tier 2 Foraging Table; Mountain - Tier 2 Foraging Table; Plains / Grassland - Tier 2 Foraging Table; Swamp / Marsh - Tier 2 Foraging Table; Underground / Cave - Tier 2 Foraging Table; Urban / Ruins - Tier 2 Foraging Table,Distilled_Essence_dd04e5f6a7b8c901.json,Potion base -- the foundational solvent for brewing simple draughts,4,2 gp
ee05f6a7b8c9d012,Alchemical Catalyst,foraging,loot,,uncommon,component,0.5,3,gp,,A murky reagent that bubbles faintly in its sealed vial; accelerates alchemical reactions on contact.,icons/consumables/potions/vial-cork-green.webp,Arctic / Tundra - Tier 3 Foraging Table; Coastal - Tier 3 Foraging Table; Dense Forest / Jungle - Tier 3 Foraging Table; Desert / Wasteland - Tier 3 Foraging Table; Light Forest - Tier 3 Foraging Table; Mountain - Tier 3 Foraging Table; Plains / Grassland - Tier 3 Foraging Table; Swamp / Marsh - Tier 3 Foraging Table; Underground / Cave - Tier 3 Foraging Table; Urban / Ruins - Tier 3 Foraging Table,Alchemical_Catalyst_ee05f6a7b8c9d012.json,Reaction accelerant -- speeds and stabilizes potion brewing,6,18 gp
ff06a7b8c9d0e123,Philosophers Extract,foraging,loot,,rare,component,0.5,4,gp,,A luminous golden liquid said to be distilled from pure potential; even a drop transforms base ingredients.,icons/consumables/potions/potion-vial-corked-labeled-purple.webp,Arctic / Tundra - Rare Foraging Table; Coastal - Rare Foraging Table; Dense Forest / Jungle - Rare Foraging Table; Desert / Wasteland - Rare Foraging Table; Light Forest - Rare Foraging Table; Mountain - Rare Foraging Table; Plains / Grassland - Rare Foraging Table; Swamp / Marsh - Rare Foraging Table; Underground / Cave - Rare Foraging Table; Urban / Ruins - Rare Foraging Table,Philosophers_Extract_ff06a7b8c9d0e123.json,Master alchemical reagent -- required for the most potent brews and elixirs,10,40 gp
a107b8c9d0e1f234,Whetstone Grit,foraging,loot,,common,component,1,5,sp,,Coarse mineral grit scraped from a natural whetstone; sharpens and hardens edges.,icons/commodities/stone/rock-chunk-grey.webp,Arctic / Tundra - Tier 2 Foraging Table; Coastal - Tier 2 Foraging Table; Dense Forest / Jungle - Tier 2 Foraging Table; Desert / Wasteland - Tier 2 Foraging Table; Light Forest - Tier 2 Foraging Table; Mountain - Tier 2 Foraging Table; Plains / Grassland - Tier 2 Foraging Table; Swamp / Marsh - Tier 2 Foraging Table; Underground / Cave - Tier 2 Foraging Table; Urban / Ruins - Tier 2 Foraging Table,Whetstone_Grit_a107b8c9d0e1f234.json,Honing compound -- sharpening blades and hardening cutting edges,4,2 gp
b208c9d0e1f2a345,Tempered Filings,foraging,loot,,uncommon,component,0.5,25,sp,,Fine metal shavings from a master-forged blade; retain unusual hardness even as dust.,icons/commodities/metal/ingot-hammered-silver.webp,Arctic / Tundra - Tier 3 Foraging Table; Coastal - Tier 3 Foraging Table; Dense Forest / Jungle - Tier 3 Foraging Table; Desert / Wasteland - Tier 3 Foraging Table; Light Forest - Tier 3 Foraging Table; Mountain - Tier 3 Foraging Table; Plains / Grassland - Tier 3 Foraging Table; Swamp / Marsh - Tier 3 Foraging Table; Underground / Cave - Tier 3 Foraging Table; Urban / Ruins - Tier 3 Foraging Table,Tempered_Filings_b208c9d0e1f2a345.json,Forging additive -- strengthening alloys and refining weapon steel,6,15 gp
c309d0e1f2a3b456,Meteoric Iron,foraging,loot,,rare,component,1,5,gp,,A dense black chunk of star-fallen metal; unnaturally heavy and faintly warm to the touch.,icons/commodities/metal/ingot-iron.webp,Arctic / Tundra - Rare Foraging Table; Coastal - Rare Foraging Table; Dense Forest / Jungle - Rare Foraging Table; Desert / Wasteland - Rare Foraging Table; Light Forest - Rare Foraging Table; Mountain - Rare Foraging Table; Plains / Grassland - Rare Foraging Table; Swamp / Marsh - Rare Foraging Table; Underground / Cave - Rare Foraging Table; Urban / Ruins - Rare Foraging Table,Meteoric_Iron_c309d0e1f2a3b456.json,Celestial metal -- weapons forged with it strike with unnatural force,10,50 gp
d40ae1f2a3b4c567,Hardened Resin,foraging,loot,,common,component,1,5,sp,,Amber-colored resin that dries rock-hard; used to reinforce joins and seal cracks.,icons/commodities/materials/liquid-orange.webp,Arctic / Tundra - Tier 2 Foraging Table; Coastal - Tier 2 Foraging Table; Dense Forest / Jungle - Tier 2 Foraging Table; Desert / Wasteland - Tier 2 Foraging Table; Light Forest - Tier 2 Foraging Table; Mountain - Tier 2 Foraging Table; Plains / Grassland - Tier 2 Foraging Table; Swamp / Marsh - Tier 2 Foraging Table; Underground / Cave - Tier 2 Foraging Table; Urban / Ruins - Tier 2 Foraging Table,Hardened_Resin_d40ae1f2a3b4c567.json,Structural sealant -- bonding and reinforcing shield layers,4,2 gp
